1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766,0.3864101252767766
0.3862454378017033,0.3860443990989992,0.3858997559597392,0.3862872074736905,0.38583177800964585,0.3856108903094162,0.3863258785079537,0.3863088917514848,0.38625101161242636,0.3864101252767755,0.3864101252767763,0.38618446135865275,0.3861911810113284,0.3860759567465081,0.38641012527677515,0.3864101252767761,0.3862092940101241,0.3864101252767752,0.3862952482759168,0.3860183841326852,0.3864101252767756
0.3856695125110322,0.3860443990989987,0.3858997559597392,0.38596938131890995,0.3851282487984985,0.38511720040257436,0.3861719003139906,0.3861649677923316,0.38585399886040717,0.3862197757176998,0.38641012527677626,0.3860183916945923,0.38589324321772706,0.3860759567465079,0.38620951342588633,0.38629477314568306,0.38610796750736553,0.38617218360859484,0.38613208200792404,0.3859003167829973,0.3864101252767749
0.3853636107846813,0.38564107169504414,0.3854323011607737,0.3859693813189093,0.3847341346477788,0.384297432221778,0.3860073470165672,0.38594193738972465,0.3856422303676487,0.38605791730874367,0.385992476856658,0.3856836018020815,0.38565247181226436,0.38571749218497287,0.385785900316927,0.38594822680484175,0.38575160809179143,0.3857571815239445,0.38601370586351735,0.38590031678299624,0.3860599425026853
0.3853636107846806,0.38528273134841234,0.3852608694254107,0.38596938131890807,0.3845423963636636,0.38429743222177876,0.38600734701656597,0.3859419373897237,0.3856422303676473,0.3858985690865639,0.38563344042666503,0.3854950439405629,0.3853349610746989,0.38557628666492344,0.3852923285318288,0.38544943510826835,0.3853552378970171,0.38567092752763066,0.3858736222209528,0.38590031678299525,0.38584521216812634
0.3852269088236557,0.38463242123336006,0.38494251956917813,0.3854357143907973,0.3843105482958813,0.3842974322217773,0.38550357656411366,0.38594193738972365,0.38530376492696045,0.3857885476915849,0.38563344042666414,0.38529348026662363,0.38520571910381707,0.3855762866649235,0.3850834281207043,0.38476390153002726,0.3853552378970174,0.38551716768396976,0.3855538936263329,0.3855662801583334,0.3858050435808235
0.3850750061391482,0.38442854160816914,0.38494251956917735,0.3852536851180714,0.38416984538189036,0.3842974322217778,0.38532911000900155,0.38577760296621727,0.3853037649269608,0.38578854769158477,0.38560688918935254,0.3852934802666244,0.3852057191038169,0.3853323187055549,0.3844415185037164,0.38476390153002693,0.38512779671961495,0.3855171676839695,0.385423058000743,0.38522670471529286,0.3857017060777845
0.3847548290556101,0.3844285416081687,0.38483654134519873,0.38525368511807134,0.38385338380195805,0.3838607932501802,0.38522319808179617,0.3857776029662177,0.38513242912600115,0.38566229071965163,0.3856068891893527,0.38518251664997966,0.38473132686075256,0.3848427341848179,0.3841831650720006,0.38463492240436475,0.3851277967196144,0.38551716768396976,0.38542305800074356,0.38522670471529213,0.3857017060777837
0.3845946835392233,0.38400056450771847,0.38447813958938515,0.384890704697114,0.38347292115398257,0.38358650548994816,0.38506326641571764,0.38573741360994734,0.38477212346197753,0.3856622907196508,0.38524933063456024,0.3847450537898103,0.38454780211291123,0.3847709810886541,0.38387652404316946,0.384411227287252,0.38512779671961533,0.3853444297332123,0.38542305800074284,0.38505962673392125,0.3854745446259541
0.3841248529905746,0.3834251446480369,0.38423069131495385,0.38471933532185004,0.38327864614520757,0.38311347660023937,0.38489551167965913,0.3855642629503428,0.38464105583832275,0.38547058587921024,0.38512526024220084,0.38474505378981,0.3842434481657489,0.38441229674542005,0.38380087724921685,0.3844112272872518,0.3850430197398586,0.3851725685359989,0.3854230580007436,0.38500904951007037,0.38534899423126473
