,result
0,0.5220493061386822
1,0.5201007666004343
2,0.518167766580889
3,0.5161330908238787
4,0.5140470539116839
5,0.5121905462868118
6,0.5088370134317797
7,0.5066796803066425
8,0.5045204835182825
9,0.5019704759554691
10,0.5001353038335872
11,0.49759288318062733
12,0.4955637868037009
13,0.493173011950899
14,0.4912570944936029
15,0.4897678112573411
16,0.4870992598588334
17,0.48484950688028156
18,0.4832412553965836
19,0.48080037532001746
