,result
0,0.1599467208988093
1,0.183374556118858
2,0.20154957925305542
3,0.21617491707407588
4,0.22586575257287408
5,0.23265237065224062
6,0.23708717924022685
7,0.2428035287264123
8,0.24710530194305297
9,0.2531524826913999
10,0.2579910193469014
11,0.26210206433967564
12,0.26503731852423185
13,0.26662225043038984
14,0.26706171947181734
15,0.2653953837818697
16,0.2641539735550756
17,0.2657756841062767
18,0.26699416689445676
19,0.26923179641432504
