,result
0,0.3060998934905691
1,0.3010437995691078
2,0.29996762578703945
3,0.29854861742889416
4,0.2974655646699954
5,0.29397866118002686
6,0.29021871421507084
7,0.288435938101137
8,0.2899894599491572
9,0.29136715299858784
10,0.29135664603186623
11,0.29259396777280733
12,0.29200738339644755
13,0.2922235509261546
14,0.2929763238414466
15,0.2926050536727831
16,0.2899468535719955
17,0.2909287657781753
18,0.2905591714180972
19,0.2898774564798312
