,result
0,0.5112465635209013
1,0.5071245357364196
2,0.5024127719843908
3,0.5000413987030261
4,0.5002417148335626
5,0.5020588533304903
6,0.5011870205375083
7,0.4968153167882008
8,0.49302576734489756
9,0.4952312291723828
10,0.5014804239421141
11,0.49336475674508273
12,0.4902124484817441
13,0.48669752976761604
14,0.48762442253944893
15,0.47564815834098306
16,0.4794194367083895
17,0.47332119260667793
18,0.4735466668818497
19,0.4736984662404379
