,result
0,0.11550925116526711
1,0.1314505451489097
2,0.14333527643337535
3,0.15200410476358586
4,0.15807388244032977
5,0.16289071515820644
6,0.16722771322168298
7,0.17080880654045208
8,0.17355960135755763
9,0.17613785542155672
10,0.1782307799092781
11,0.18019221341773578
12,0.1818598607662797
13,0.18306751793690293
14,0.18421009808155825
15,0.18530759209828246
16,0.1866664806907999
17,0.18784948915429747
18,0.1888607300455089
19,0.18951683417063883
