,result
0,0.5245439439686767
1,0.5207031186095724
2,0.518464745932439
3,0.5143826516863794
4,0.5119534785662481
5,0.5092794518502063
6,0.5064228772106844
7,0.5042021459963235
8,0.5025518957710942
9,0.4985454032047064
10,0.49599129522938473
11,0.49420550436010185
12,0.4919332736996318
13,0.4895632971985188
14,0.48722647707284433
15,0.4850699714785656
16,0.48296359615382045
17,0.4807939598360263
18,0.47791380587833077
19,0.4758437560563184
