,result
0,0.39086938876944066
1,0.3885571182174841
2,0.38689348703465626
3,0.38490583754331203
4,0.3836345986594741
5,0.38202661408522515
6,0.3802767604645578
7,0.3781617498196617
8,0.37660243846112623
9,0.37476308065412073
10,0.37296228722863695
11,0.3713724555553017
12,0.3697828037201248
13,0.36842637233294606
14,0.36689553470976005
15,0.3651275270416915
16,0.36329091671483255
17,0.3622349682312492
18,0.36079120530159353
19,0.3591547222132384
