,result
0,0.3239227754826345
1,0.3228547753020664
2,0.3227349614958168
3,0.3229259106290535
4,0.32255163283278926
5,0.3229376200352905
6,0.3204997485228339
7,0.3199294269782177
8,0.31884827846171965
9,0.318450099310173
10,0.31758780154678434
11,0.316584775683545
12,0.3153852387280463
13,0.3144125412131456
14,0.31301981238121535
15,0.3119630530268841
16,0.3116577956267724
17,0.3100136632219469
18,0.3085914353137128
19,0.3071429335812136
