1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655,0.10582880222151655
0.10587519280578495,0.1060448128832804,0.1064003310360024,0.106982457566201,0.10595944366916302,0.10578107272740267,0.10553623590257877,0.10641257906262118,0.10573574120351299,0.10539174289035907,0.10536963820287681,0.10556406197033703,0.10588983685936783,0.10542690974883136,0.10543809158577962,0.10636985406400441,0.10618513797300481,0.10543765459526015,0.1055786309781654,0.10586366876473796,0.10561153243927947,0.10585017145041183,0.10546751056382714
0.10663172615288091,0.10581939740399514,0.10645797600585552,0.10649871994737255,0.105681877841014,0.1065599148399445,0.10569848781566085,0.10597981627723799,0.1052187144313466,0.10477020581081363,0.1050304052113439,0.10595039063343231,0.10566214047082721,0.10568071257116052,0.10551182298067086,0.10652666811961431,0.1063007326675493,0.10551288423573586,0.10611259495610335,0.10594909088968284,0.10594088304386333,0.10513583697603675,0.1051420387908965
0.10609235491176736,0.10523499335925213,0.10620504459114388,0.10669695744868883,0.10684407225891776,0.10631267140823242,0.10589090620640111,0.10552640443771873,0.1053793837616932,0.10491469017095306,0.1055798488655164,0.10661444436709794,0.10604459651434726,0.10545619515451356,0.1050449853726012,0.10511703777587753,0.10687266331892915,0.10536614304051874,0.10611249601129108,0.10577850688968633,0.10522430646303436,0.10560333115498269,0.10490861972411349
0.10542515874861293,0.10461201205543753,0.1061343660431333,0.10681891282701862,0.10625449798224774,0.10564100574262089,0.10635582257634243,0.1053108820185062,0.10476845841534987,0.10471655716952491,0.10564089941777746,0.10636950407083604,0.10575939183829512,0.10531802594120974,0.10536539751893138,0.10494744711766107,0.10659993488452461,0.10546424213209923,0.10657892510078058,0.10571193628263229,0.10518449402373849,0.10542540480155731,0.10347081666612215
0.10591597636183579,0.10508151856680352,0.10659912217837826,0.1060593109548844,0.10609266864159954,0.10548875479168414,0.10594232721435652,0.1048609898446683,0.10476886775802206,0.10449028311871242,0.1062490418855298,0.10630676046896333,0.10594298303061987,0.10553344736133168,0.10493896123063569,0.10519298265614517,0.1066105154279342,0.1068192163456641,0.10583474450584865,0.10539473881529976,0.10552075483798481,0.10548041635046017,0.10378259229671444
0.10658938789188582,0.10522543157505711,0.1059762867225019,0.10555175566184959,0.10588662364069884,0.10566332508613088,0.10547884958795645,0.1055295225142679,0.10442669071704253,0.10431917798141833,0.10579807026731251,0.10667599869725151,0.10611333683924447,0.10498964830101003,0.10631294010424643,0.10550757550806501,0.10650610752497454,0.10665522002720729,0.10574932395032262,0.10511209221882116,0.10454062174060605,0.10562342659148567,0.10336258669221353
0.10683193289613224,0.10570389628445641,0.10596296628065326,0.10555921968410545,0.10601461372054673,0.10549267994319045,0.10539592096346852,0.10520626121469452,0.10451361152367054,0.10418978618767126,0.10602354249740524,0.10691995183738581,0.10555509334057837,0.1046822943264565,0.10578464798212049,0.10569702989168789,0.106418563250425,0.10600351434277193,0.10581365787315286,0.10451958680308834,0.10572891360071338,0.1053054160308934,0.10429110641830035
0.10654838771233617,0.1052401702097305,0.10577968418400409,0.10586329896494019,0.10637302375953267,0.10566053797402265,0.1049702489138707,0.1063482786318231,0.1044552296785174,0.10477154305441255,0.10515592122272191,0.10627738221060515,0.10536346668466165,0.10457309540446927,0.10513078368893679,0.10571889380175667,0.10698311980610903,0.10559484058383967,0.10628482622295314,0.10422409144526976,0.10628158700583817,0.10595826881615701,0.10379667517508315
0.10662621385489751,0.10592458378293569,0.10555128485934297,0.10646048101787765,0.10674606454645906,0.10557975287188204,0.10463059450304796,0.10594111268656549,0.10462553278244043,0.10596422748650539,0.1053823800535182,0.10638902037543659,0.10547924607881715,0.10419470045095419,0.10479961163596328,0.10587922814467239,0.10708647132180579,0.10550973287863845,0.10597108048361104,0.1048236835315991,0.10674723314458158,0.10605172662045222,0.10352955813939685
0.10641585335184549,0.1055783332331963,0.10582113676650505,0.10638532638106121,0.10580296449900678,0.10544943852078087,0.10540595486399247,0.10588019392618478,0.10443502768549144,0.10643510692176815,0.10510653759457048,0.10604041621312743,0.10588042099376947,0.10456452709786661,0.10451344287796151,0.10541629006350167,0.10753159580507854,0.10594251265029048,0.10578334819536432,0.10548523609483418,0.10731984185768435,0.10540061587749869,0.10337803273741297
0.10663938599053556,0.10626433619683584,0.10536264853306748,0.10701308740012325,0.10591764249879745,0.10574680457166954,0.10542064701134365,0.1055639712671942,0.10453135731185709,0.1065327646586563,0.1056452389529275,0.10610741569736352,0.10673152939527464,0.10475626317176509,0.10488486186937646,0.1049631417910875,0.10832075067400788,0.10528539777229659,0.10539592096346852,0.10560222212328797,0.1076610443922609,0.10579747665116788,0.1032161376404498
