1,2,3,4,5,6,7,8
0.525067246933246,0.525067246933246,0.525067246933246,0.525067246933246,0.525067246933246,0.525067246933246,0.525067246933246,0.525067246933246
0.5236198946188194,0.5228498400299796,0.5224811886037977,0.5208956387436436,0.5221780901687648,0.5215083676200052,0.5216281314011806,0.5209371917182924
0.5189462185595695,0.520331830305441,0.5205857263654311,0.5172721190484108,0.5189041226776163,0.5188440053641978,0.5176947827623004,0.5186495128723074
0.5162995984939193,0.517835550582636,0.5165882592595376,0.5154412203084522,0.5164049168275169,0.5170535979195825,0.516120764865883,0.5152153933893198
0.5120475276695022,0.5145086396005617,0.5155453421964542,0.5120371355001323,0.5134559438709181,0.5155300339524287,0.5145580377733773,0.5139157419636038
0.5109010853943354,0.5108066650861557,0.5141916517257187,0.5093933119426848,0.5121592984512938,0.5123286764503302,0.511705566928413,0.5108561383266603
0.509181761375553,0.5102278000836299,0.5114053154575133,0.508978196451034,0.5085039907294369,0.5100783130041063,0.5114128254102924,0.5089346208358868
0.5055785090411491,0.5084862239361223,0.5076490066276091,0.5072616607996613,0.5067446490089501,0.5073396111667073,0.5089611451335816,0.5069184814844232
0.504661383807161,0.5069905815166134,0.5062380783205133,0.5048876779458251,0.5053620695572693,0.5036161089871817,0.5077886814683863,0.5054332677441373
0.5015647616484235,0.5035184745495774,0.5036844706451811,0.5026776282004256,0.5037958551956506,0.501842628360417,0.503273758196168,0.502199817723581
0.500631313985835,0.5014703688334575,0.5013458024870675,0.5022859753385696,0.5016611890496446,0.49981422650658214,0.5003078112996364,0.5009034584380205
0.4978360902210219,0.4994161246785972,0.4998410799516108,0.5003744417974662,0.4985186220724541,0.498982470748752,0.4993794459524342,0.49962065723796606
0.4963271913642617,0.4977913973317315,0.4971097827353505,0.49683293453779537,0.4965843034350912,0.49743451426425117,0.4975849061210026,0.4960847423975222
0.4944770845238199,0.4957126752968938,0.49557000617832675,0.4952484687323243,0.4959971589407707,0.4950088970238934,0.494497275543622,0.4948757686857302
0.493117156094926,0.4938088906118005,0.4930421779479879,0.493924985364656,0.4945272466175324,0.49186004131722594,0.49311508040244434,0.49338580952977534
0.4923930548541697,0.4927865687322483,0.49295322605326164,0.4920689247361315,0.4913115354564224,0.4914720788707616,0.49195799692114656,0.4902352213681666
0.4895495066897065,0.4911214132480596,0.4914625816116406,0.4913863256054512,0.4894144450994277,0.49048074464048474,0.49142642611993204,0.48800931519911434
0.4889097944009734,0.4880094165277823,0.49000742021511545,0.48794426991285145,0.4892333730193465,0.4892529329092258,0.48932368366943674,0.4879140670635002
0.4866552328313994,0.4867373231689754,0.4888117147709233,0.4869774242415514,0.4870574921078447,0.48859133659736687,0.4870923831810712,0.4869074711548703
0.4843892413792347,0.4865017843378063,0.48680090775651974,0.4862116609812084,0.48543334130845117,0.4863804353782951,0.48616076428117744,0.48628806957406556
0.4825846839017215,0.4855377479103502,0.48605871171201753,0.4849159258653876,0.48366704543325123,0.4840398949887367,0.48636351997926275,0.48470557171495393
