1,2,3,4,5,6,7,8
0.3192898271380141,0.3192898271380141,0.3192898271380141,0.3192898271380141,0.3192898271380141,0.3192898271380141,0.3192898271380141,0.3192898271380141
0.3178223384807246,0.317818900840393,0.3168056500897898,0.31860293669921,0.31497392476630137,0.3146865120928592,0.3160222673436038,0.3180972538388069
0.3154865753869509,0.3181231514487087,0.31483283386349353,0.31929752152914653,0.3138808253627643,0.3148283271140223,0.31296866753556124,0.3160342433394296
0.3105314681521486,0.3185114142301006,0.3104584237479173,0.3177235916580083,0.31039005235401645,0.31317364236605544,0.3138953012980915,0.3108268841854338
0.3091067923551288,0.3176456558075687,0.30951348238735843,0.31780625469102386,0.312158034337896,0.30954588491924245,0.31328328642112396,0.3098125867114553
0.3107497929111579,0.3167848921682979,0.3091598513669374,0.31759780239708024,0.3142877361686747,0.3074781062144822,0.31026811134445387,0.3066387582963195
0.3088445627883412,0.3132800340784313,0.30503943237587194,0.3165640290146505,0.3138159197010365,0.3045385669253284,0.3099104957400031,0.30582893304915343
0.3101469069093769,0.3115792604250245,0.3033441370828687,0.31597884106244567,0.31273046863482323,0.30320561684510927,0.3079179853149056,0.30495232435357067
0.3086339153616664,0.3103334077234931,0.30030477185375304,0.31378335094787135,0.3111895001532341,0.3026134654800225,0.3065304761288278,0.3041193531873798
0.3061667089971002,0.3088511588443896,0.3009145114534317,0.3109439441504583,0.3125132849974595,0.3036302582337829,0.3055571886108756,0.30302824680434776
0.3078616076561564,0.3062193699498353,0.2983605308238763,0.310611653459248,0.3070179070929461,0.30450328691212336,0.3042357898311861,0.3044830877572379
0.3065003498236967,0.3054771864298182,0.29757481595072677,0.30571403552310833,0.3078173384418829,0.30011800916569353,0.30245648226453603,0.3019323313122676
0.306517121104526,0.3038646675436998,0.29908748564321813,0.3021474582658518,0.30691126399617297,0.2964926175144639,0.30124223272379674,0.2990360361123884
0.3062052410976888,0.3025697817440523,0.29970652249459645,0.301911267406578,0.30448386987813886,0.29667752263645936,0.3023124147922788,0.2981629992249586
0.3026943801337071,0.3006742044515664,0.29857913182962953,0.29991467070943,0.30373164056517327,0.2952224863687374,0.29726318888295006,0.29818506697367864
0.3040762435887259,0.3006939126562999,0.2967872316931698,0.30494141436382083,0.3036993864348325,0.29675852791122376,0.29732892351138085,0.3001569440108318
0.3039754761910366,0.3010333862472623,0.29522292369642694,0.30395518475871824,0.3036223061482586,0.298321649116602,0.2984279969558833,0.30001992876999395
0.3055966067821742,0.3004082668943501,0.2971513961322147,0.303032402656154,0.3063774705964389,0.29712202768505,0.29837983769956056,0.3031671732311973
0.3032061159158886,0.2994774026111873,0.29594587549653845,0.30139277256357233,0.3036956182722146,0.29458498337613626,0.2975626653180063,0.3036304232011521
0.3017007437758726,0.2999767350809642,0.3012299607607756,0.30102128787976556,0.30291230133842617,0.29523911717255646,0.29379858469670955,0.3039602132765504
0.299902000227057,0.2970586242424679,0.29609076187279276,0.30063384326865084,0.3022653917163104,0.29550575681507424,0.2900748457022989,0.30117407635301996
