1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458,0.11689453196771458
0.1622589878839938,0.16384973533922711,0.15909087513475637,0.156692166316168,0.17421846743022623,0.17049460406516032,0.16401359811409635,0.15732579542647002,0.15727741628815753,0.14279833167455525,0.15255628795080503,0.15528881845179562,0.15638520981485976,0.1541642984871272,0.1587380883467139,0.1524533340257871,0.16073054879716708,0.16187388256837915,0.1581136302185268,0.16283038786104667,0.13978378923703733,0.1683149734415324
0.18636134317845457,0.1864379300471073,0.18610966232468443,0.1904401308469027,0.192336223521133,0.19982669365288303,0.1855662267119129,0.18164082587701724,0.19296560275648839,0.17579006197492894,0.1787511269805835,0.17943028887821744,0.18372349756545847,0.17833653051379345,0.18232282265766012,0.17250905788988058,0.1880115147103234,0.19330535075201216,0.192276452993921,0.17773042092364033,0.17294463801169616,0.19682608875383492
0.2034056407959374,0.2009179822949295,0.20569703683963175,0.20824976359943037,0.20538150442939032,0.2082801029046805,0.2141211094398487,0.19978634956987384,0.19306890416376407,0.199882884799821,0.20268546529187104,0.19839013293586558,0.20246941253470066,0.19457317673876642,0.1887527549310602,0.18527618463844303,0.21209956126061683,0.21821181153887162,0.21207641512880637,0.20321633051178603,0.18833987560932486,0.21258769944536834
0.20775250798757675,0.23236878111033077,0.20786000596068355,0.21952337243839642,0.21046515696386636,0.2195718285747307,0.23193023372021807,0.2029805817767849,0.2106141576197981,0.21232866246718068,0.22335450975101978,0.21573263900649337,0.22022940408404632,0.21037983413654615,0.21160739073084106,0.21079258392704947,0.21764944747828666,0.22709911945318612,0.22445827657108794,0.22481731401219585,0.20631820350481064,0.23242805497237298
0.2188944806552003,0.23758312418729974,0.21446004906801697,0.22587913145242913,0.21861679342363086,0.22392643411968183,0.23391238909313428,0.22201253645748417,0.22435821159419436,0.22694931230447338,0.2324262092644163,0.22704141842781844,0.23074882099459507,0.2252636876647315,0.21309303620159514,0.22019981590299909,0.22796542757652796,0.23157641068519014,0.2281692030024891,0.23078693936189681,0.21919291836855592,0.23472068627401463
0.22127826330103956,0.23419216711817792,0.2281051384910765,0.2350140466558337,0.23139717246373567,0.23477354508380077,0.23521589990305522,0.23014163119589107,0.2388964571025666,0.23447659083477385,0.24318458820045613,0.23206928783983183,0.24090331749214086,0.2325827022946707,0.21907490862912113,0.23366585959964958,0.23610088843437213,0.23415506952631232,0.23146137566508723,0.2387950174198273,0.23180004427040798,0.2501185647211874
0.22577588458025766,0.24409179574910586,0.23571354909990316,0.24436716942679407,0.23617846435969572,0.23906445811643834,0.23721695557929767,0.2442290104109573,0.24029632177823754,0.2450678566563085,0.24784855065581393,0.23380260312201728,0.2540580083144992,0.23872714670645268,0.23121860023261806,0.23661068578763877,0.23701181198427457,0.24290526365902593,0.23963301203522397,0.24208751173240012,0.2393486399775189,0.25541800162111716
0.23252372575409477,0.24332658766371132,0.24046130376397032,0.2537607719161249,0.23908445287222663,0.24820759966180947,0.2390242855354582,0.2481361050307981,0.2481325165238164,0.2451460909719415,0.25723942274693246,0.24749840565623413,0.26123726355671634,0.2454620207340856,0.22934463142220993,0.23853323788354766,0.2495011358526375,0.2520625470295892,0.24181843397496738,0.24773917412370985,0.2554790522342638,0.25416802199094557
0.23989701596864474,0.2513403088321602,0.24733593193397144,0.26091897059281965,0.24176063380810092,0.25814564537137114,0.25376036215223186,0.2501052389651472,0.253508089467339,0.25583299557035616,0.25292132105402465,0.2506600276778775,0.2586970449054372,0.25036576217434015,0.2317745846577203,0.24323612374317835,0.25151098044132514,0.2443881362084955,0.2517421584064592,0.2543142387312348,0.26227656065859756,0.265642304465139
