1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463
0.4984918979349068,0.5019585675447495,0.4969970764126449,0.5079533141825573,0.5024363242319673,0.4956235481449135,0.4995530052942198,0.5091947892998289,0.5088490528039066,0.5164680064629875,0.505927878388242,0.5201975173741441,0.5189918214362962,0.5142417327566953,0.51486360563738,0.517907354201097,0.5179921078181763,0.5227578145079391,0.5015537670954728,0.5054741700099411,0.5190610273971518,0.5272645042952376,0.5062685053932456,0.502541231387365,0.4991300874053647,0.5217347441852452,0.4991815979756401,0.5083026290638064,0.5048153640786053,0.5288143679392696,0.5005267293566988,0.5182495638265388,0.5074866791108378,0.5234453217211213,0.4961980420534669,0.5105938088753005,0.5222192937078503,0.5101249559933186,0.5021103352484223
0.5104208852358932,0.5005844258774783,0.5099583139844069,0.5038242114649614,0.4883895003179177,0.4940521008642745,0.5286160193403545,0.5107396152885681,0.4984090449423089,0.5177783504482861,0.4985922700189457,0.5005848867966024,0.5108451902339427,0.511341506854125,0.5143826650628579,0.5131611156149994,0.5024397656670244,0.5288205748352574,0.5070043098911796,0.5157488020284546,0.5162351231606481,0.5207998940049233,0.5052350035459742,0.4852960501031453,0.511627467426756,0.5297733546833278,0.4973695695631275,0.4869184800772532,0.5194513598754454,0.5093376180288662,0.4904678247460126,0.5189889129969458,0.5005435520810765,0.5289353297964685,0.49085455314613674,0.5165227769826428,0.5140263091417477,0.5236945656683175,0.5096265001531753
0.5065839014255241,0.4996494192554426,0.5168722910703246,0.4736173070778557,0.5107120194603479,0.5028075318357483,0.5195030362019013,0.5001138432641262,0.5024166721890699,0.5076008671678228,0.4940268093412359,0.4896886470239986,0.5066357110645249,0.5118440196707387,0.5297291623000435,0.5075573383894815,0.5235385982394853,0.5231434915143913,0.5046910180908764,0.5056233119049107,0.5219848356579279,0.5156521616305546,0.5072435222792558,0.4847249537861381,0.494038718210813,0.5225037709485952,0.4986824464621928,0.4957612556761882,0.5184666314334828,0.4938820468685101,0.4867671613006299,0.522870858124915,0.4951007042619888,0.5100093332282077,0.4870658633065336,0.5207199857516807,0.5132162323294243,0.5244771547212933,0.4959786203064671
0.5110953476021916,0.4968644176411171,0.5029189480552877,0.4955136320273455,0.5042336369175952,0.5067195734460225,0.5156765639422672,0.5037132892156158,0.4857800038824023,0.4823275248993538,0.4998180794500931,0.4732792521977231,0.5016457541411766,0.5093847735735401,0.5172357565709864,0.5274748933826309,0.5234914280222911,0.5109547284659639,0.5101995585858774,0.4915305562295438,0.5165993676725854,0.5170618127826098,0.512566804046541,0.4822011486682445,0.4963271446420872,0.5174207280911468,0.5061420671652654,0.4930556345160135,0.5220099251937025,0.5079680647183067,0.495776598943115,0.5342927048857148,0.49569884869409736,0.5105872644148305,0.4632578261656221,0.5260257605374966,0.5095427095210657,0.5081784495354065,0.4970687566876635
0.4998309250241031,0.4987195418731818,0.4997039730291572,0.482164677896937,0.5054317486387772,0.4841539374040244,0.5106566981816809,0.4992159985756225,0.4928484824512493,0.4683669572217703,0.4980023394047592,0.4819871424503974,0.502635127807795,0.5029721687095114,0.5316875213851436,0.5258021509857316,0.5250097347071061,0.5162325037147144,0.515352670615668,0.5007495642593339,0.5216810501115569,0.5068171150970312,0.5154732495261846,0.4913677975960422,0.4991826155737326,0.5025441758003218,0.5016928057871648,0.4862868116811606,0.5226364740888841,0.475726579932833,0.5009003727171425,0.5291824890736868,0.5148015129063973,0.5024944972231469,0.48359239611078375,0.5217706139781109,0.4819944925962157,0.5023897132518073,0.5039817460391869
0.4980284624648908,0.5009489418363438,0.4826437649865971,0.5261055485599216,0.4985348354640962,0.4910695160875233,0.4966634000784953,0.5018965070277015,0.502795174094959,0.483798521297525,0.4865491544098774,0.4780001743143078,0.4988943554324722,0.5120008365947234,0.5176645426631235,0.5278820721569659,0.518994693463939,0.5168432450912153,0.5247364052623363,0.5147871681986004,0.5127755157062739,0.4992055902238443,0.5021548678748179,0.4882439640396826,0.4889322162650428,0.497777783836819,0.4937599539911715,0.4879027116585898,0.5290998491082016,0.4777240741972985,0.4722649505658614,0.5263603688015887,0.5166626887444662,0.48077829602665795,0.480733391011162,0.5203456210519359,0.49508770124693036,0.5067953374138678,0.5074817047245396
0.4815628021712426,0.5082783746081578,0.4894219299063129,0.5339165317761684,0.5017319687724161,0.4855207760045876,0.5014792216189822,0.5000125714674664,0.5004041155736557,0.4776284066258748,0.5079370323461512,0.492288087187514,0.4798565255021647,0.5200366743511929,0.5116330291098129,0.5243635038544348,0.5191060991967753,0.5100761586585376,0.5282203746832593,0.50294068066977,0.4956991459903485,0.4987656258561064,0.5064373901754303,0.5002115778879455,0.5074045840749996,0.4899863940234604,0.5023709012851102,0.4686064257214923,0.5314139539029349,0.4882330847311372,0.4502275911321353,0.5155285450375925,0.5047683387425721,0.477967965212616,0.4764583784937893,0.5022854143827055,0.49161602728168463,0.48797929676851093,0.5027076308776688
0.4936586780501987,0.5032006137364776,0.4923408018237751,0.5363118501266652,0.4975986166220683,0.4789657683053295,0.4975877087261757,0.4972859641699795,0.5051370815961754,0.4938895202481893,0.50603025494297,0.4898473619312504,0.4874641660636035,0.5100118696712844,0.51425502463703,0.5093243052089798,0.5164378860184804,0.5154775633603793,0.5203123962460908,0.4915730058206867,0.4890949925339121,0.4813152599838229,0.50486430764251,0.4964012891463213,0.4865275646538204,0.4821553041859162,0.5051136497453742,0.483050330901891,0.5092083560696613,0.4734419575705662,0.466029839587256,0.5184325607502309,0.48813021875735946,0.4739002787550174,0.4566546278058681,0.5098822365858714,0.507053539912237,0.47619797461796226,0.5005418625330683
0.5052086184978676,0.5050427641741119,0.4996382875581773,0.5260906319306277,0.5000258392315667,0.4902741715534804,0.4926098081115445,0.5026734571814168,0.512231016597165,0.5073702170355225,0.4999946959700383,0.5033698645940289,0.484664392995183,0.5112175847743119,0.5220962260585704,0.5185709537353597,0.5194388751506017,0.5002085212226721,0.5206929643856164,0.5008554424897812,0.4906927935312887,0.4796088570210351,0.5095862556721446,0.5012407173410299,0.4984821884006333,0.4771741251842354,0.4960846528539489,0.4949219124402018,0.5022390162975926,0.4686163217793996,0.4804497647700909,0.5084300214683585,0.4877273579929652,0.4688050537705565,0.4506098434035348,0.5151417583443864,0.4879881666228234,0.49148630606343974,0.4885460435827185
