1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.1609656949284401,0.1609656949284401,0.1609656949284401,0.1609656949284401,0.1609656949284401,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018,0.16096569492844018
0.1845030834764206,0.1858248129160074,0.1842518336597846,0.1831628622724954,0.180768487933462,0.18374453657786316,0.18380664632534868,0.18284091156544197,0.18322352199509329,0.18458240839392814,0.1853772546446674,0.18480035969928077,0.18333082073918852,0.18254529172003078,0.18413422732150161,0.18365252042993083,0.18407691739833015,0.1848504126517554,0.1821791220979443,0.1837615210908118,0.18402962586525004,0.18240647681570782,0.18446126852063996,0.1858479281002821,0.18532098437441238,0.18476766309050038,0.18559031351682492,0.18699533466735185
0.1971822830611734,0.1963487042003893,0.1949681850756502,0.1960279714756082,0.194300802321649,0.19678868755931608,0.19421047498135596,0.19556255324598973,0.19536465287836632,0.1966799089237471,0.1975228190068662,0.1973522130118395,0.19520328510237236,0.19283117720302298,0.19569666604787783,0.19457141006157191,0.19828713187381003,0.19700317327577002,0.19396131971650962,0.1965959298540753,0.1938109589096054,0.19460884459776265,0.19929625890672795,0.19666217905045347,0.19609002259743938,0.19491067492739628,0.1951197658945753,0.198705181739422
0.2045539685534105,0.2039237650842968,0.2021945711658924,0.2043723034501576,0.2025355414865516,0.2033159140295472,0.2031054439862442,0.20386230070778255,0.20311934710766422,0.2039348400066117,0.2035394330041196,0.20542122001000707,0.20269885258022619,0.20101521717474988,0.2041943072346365,0.2028034604663038,0.2035612322409786,0.20432296575433093,0.20115329970666354,0.2029914752115001,0.20267816702343194,0.20336153361478562,0.20676602377086112,0.2038481388801215,0.20361926259321006,0.20235473967233636,0.20280037462923786,0.20454943620514493
0.2084737050121212,0.2096138800085383,0.2067809669021072,0.2096635178270907,0.206344588262868,0.208477977000902,0.21005525860838836,0.21002261478428888,0.20659951121820724,0.21086065078142974,0.20813519962504295,0.21043296525706617,0.20722066857717814,0.2053974357265188,0.2075964936030583,0.20874349308423515,0.2076111533675737,0.2083606960969206,0.20683562588357893,0.20853094915623893,0.20691129764042698,0.2079208815167873,0.21112520957398592,0.20852705885281803,0.20952749355588426,0.20752217050054084,0.20850941896438083,0.20840390561650396
0.2108657461572564,0.2137434516524511,0.2101538179724092,0.2143328293057772,0.2106145088509812,0.21217116144470408,0.21362907490944033,0.21165695789292963,0.21186678627134706,0.21517884281744412,0.21266445668254785,0.21259675463097366,0.21081758146612384,0.20834504020926378,0.21158987563194792,0.2107572496437136,0.21014084232209798,0.2111475778552715,0.21056574252538723,0.2093981346751216,0.20934206027178764,0.2115996542343897,0.2152819927894873,0.21138395005994684,0.21413729272362986,0.21000069081694397,0.21238473672363098,0.21180985065879987
0.2134531752486047,0.2157004213232571,0.2121419752321835,0.2181032991068004,0.2136771469184656,0.2152157014972977,0.2148645050502096,0.21487471959860288,0.2144339066121023,0.21540421614479624,0.21464364219927692,0.21484562482048658,0.21310539268722592,0.21102431047636439,0.21410406141813698,0.21354483009993455,0.21203807269208527,0.21490153896281045,0.21131784416836727,0.2122774485472811,0.21055952578618364,0.21347134451895136,0.21617739747695108,0.21274907792720377,0.21679795045376374,0.21241365606604962,0.21447342566161462,0.21461408589515177
0.2145933808105253,0.2178281590037566,0.2131372622491929,0.2204494146735371,0.2158397329701427,0.21554054734114064,0.21754080800369152,0.21627953989833507,0.21685134514397714,0.2185870094770208,0.21723370215928417,0.2165460912197659,0.21320005908460657,0.21318203084946505,0.21554112404514092,0.21477655639114457,0.21428237154733756,0.21572437032578262,0.212554665395459,0.21417052066347167,0.21423780683086738,0.21655472363233014,0.21910183068263364,0.21546383466654112,0.21789131174824253,0.21509993128589458,0.21591269130732837,0.21689164891758467
0.2143044450388646,0.2199040897257042,0.2163706431988248,0.2212833843538995,0.2172402542529443,0.2177709226071535,0.21900144046890507,0.2191664528883768,0.21778751259873458,0.2195234568922504,0.2200206441180702,0.21829809511268847,0.2156122627442243,0.2155094727873776,0.21675585773111802,0.21643089443447872,0.21616313508931412,0.2183288807357939,0.21328777953473518,0.21615140554422843,0.21625701051685878,0.2176248062347954,0.2217637360311569,0.2171753509681,0.2174532413248743,0.2165705930464438,0.2170879539188465,0.2186215578411545
0.2164014843664218,0.2198326812113925,0.2175908125369533,0.2219067467394815,0.2178658487109961,0.21834716124957865,0.22066280290092952,0.21975188336037427,0.21904188888636922,0.2200294714949225,0.2209917125630506,0.2194718954284724,0.21588092981056065,0.21705218397356518,0.21885155872581485,0.2178502580429157,0.21836933325941404,0.21918934117760855,0.2157052448055126,0.2182148438373255,0.2182579619012393,0.21766166530281084,0.22162762156890525,0.21873905664278462,0.2189918719195995,0.21705997000923388,0.21808018855004127,0.21917150156778556
