,result
0,0.3171295351086202
1,0.31406314412646635
2,0.3138763984386068
3,0.3129394085303285
4,0.3116402119950687
5,0.30980361305296583
6,0.30855576028065496
7,0.3071135909669417
8,0.3059804871774752
9,0.3050760394665823
10,0.303637593883171
11,0.3028121209383169
12,0.3008253946486865
13,0.2997154511370627
14,0.29894712942745993
15,0.297927482292787
16,0.2970015264566851
17,0.29737658866511313
18,0.2959330568877404
19,0.29546713668289765
