,result
0,0.14862592005091674
1,0.14739069328884574
2,0.14608365275201848
3,0.1451172064469845
4,0.14411124973034845
5,0.14316300831171375
6,0.14275140162359198
7,0.1422459766520339
8,0.14176700214491253
9,0.14128321212460113
10,0.14079656951000477
11,0.14012908588013856
12,0.1392188496629932
13,0.1387451565768969
14,0.13855926172672892
15,0.1384188235514769
16,0.1379836495910686
17,0.13780117106559875
18,0.13789430660186447
19,0.13760378584490995
