,result
0,0.5263724684296995
1,0.5209207727143432
2,0.5176297753927237
3,0.5155373482603796
4,0.5128843157966525
5,0.5096624077410483
6,0.5071583347194195
7,0.5042774608030467
8,0.5021104520342646
9,0.5007525483000568
10,0.4981616665986536
11,0.49580600672145253
12,0.49454254025213273
13,0.49252014210095324
14,0.4912954146062426
15,0.48908329595728545
16,0.4868185362938906
17,0.4848792632592038
18,0.48221751019544634
19,0.48080948941135854
